,ASML.AS,GLEN.L,VOD.L,BP.L,VOW3.DE,MG.TO,SAN.MC,6501.T,MT.AS,MC.PA,AZN.L,ENI.MI,GLE.PA,RDSA.AS,DGE.L,RIO.L,TTE.PA,DAI.DE,NESN.SW,9433.T,REP.MC,AD.AS,ABBN.SW,ENEL.MI,FMG.AX,8035.T,ROG.SW,BMW.DE,BAS.DE,AAL.L,STLA.MI,6367.T,GSK.L,MAERSK B.CO,EDP.LS,5401.T,6981.T,ORA.PA,NOVO B.CO,EQNR.OL,6098.T,RWE.DE,7201.T,BHP.AX,ZURN.SW,9984.T,6758.T,RKT.L,TEF.MC,IBE.MC,7267.T,ENGI.PA,5108.T,WES.AX,DBK.DE,SSE.L,BHP.L,6954.T,NXPI,TLS.AX,OR.PA,6752.T,ULVR.L,KGF.L,7203.T,LIGHT.AS,RITN.,WOW.AX,7741.T,7974.T,6861.T,6701.T,CNR.TO,VOLV B.ST,SIKA.SW,CP.TO,ELE.MC,ATCO A.ST,5020.T,SIE.DE,4063.T,RIO.AX,4005.T,KER.PA,3382.T,9432.T,6702.T,VWS.CO,DG.PA,ADS.DE,APTV,TEL,TRI.TO,CA.PA,TIT.MI,SREN.SW,6645.T,4503.T,BBVA.MC,5411.T,EOAN.DE,SU.PA,SBRY.L,KNIN.SW,KESKOB.HE,CPG.L,CBK.DE,RMG.L,DSV.CO,LOGN.SW,388.HK,DTE.DE,7269.T,NESTE.HE,RMS.PA,BARC.L,ASM.AS,ERIC B.ST,CM.TO,PSON.L,2914.T,EDF.PA,HM B.ST,VIV.PA,JHX.AX,AHT.L,9983.T,GIVN.SW,6594.T,CRDA.L,NTGY.MC,7261.T,AGN.AS,6902.T,VIE.PA,CVE.TO,SGO.PA,6178.T,CTC.A.TO,NG.L,RNO.PA,8002.T,STLA.MI.1,7011.T,TELIA.ST,7733.T,1299.HK,601319.SS,8267.T,KNEBV.HE,LHA.DE,1.HK,ITX.MC,NXT.L,F34.SI,RY.TO,TECK,MDT,NST.AX,YAR.OL,IFX.DE,IMB.L,9101.T,INGA.AS,9501.T,AI.PA,EVO.ST,4568.T,4502.T,TFII.TO,8015.T,AKZA.AS,RXL.PA,CSL.AX,BCE.TO,2802.T,FERG.L,7751.T,6273.T,ATD.B.TO,DSM.AS,5802.T,6988.T,JMAT.L,SK3.IR,GRMN,BA.L,7309.T,PSM.DE,5406.T,CON.DE,LEG.DE,8031.T,ABF.L,MKS.L,SAND.ST,ADEN.SW,CPG.TO,ORSTED.CO,IMO.TO,PGYXX,CFR.SW,4188.T,BT.A.L,SU.TO,9201.T,8316.T,9104.T,7752.T,MRW.L,1605.T,9434.T,4062.T,8306.T,5019.T,2503.T,SPX.L,7259.T,EN.PA,POW.TO,n/a,HSBA.L,ABN.AS,ATDN.,4901.T,Z74.SI,AIR.PA,UCG.MI,STAN.L,7202.T,C6L.SI,2502.T,REL.L,9020.T,UMG.AS,5201.T,IMCD.AS,SUM
02/02/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/03/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/04/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/07/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/08/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/09/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/10/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/11/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/14/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/15/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/16/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
02/17/2022,0.73,0.85,0.56,0.91,0.76,0.52,0.84,0.91,0.69,0.43,0.5,0.8,0.82,1.06,0.6,0.36,0.4,0.5,0.55,0.62,0.6,0.66,0.46,0.28,0.25,0.38,0.47,0.56,0.23,0.32,0.55,0.35,0.36,0.43,0.28,0.47,0.35,0.38,0.55,0.51,0.36,0.23,0.33,0.23,0.32,0.0,0.29,0.24,0.47,0.17,0.48,0.36,0.33,0.29,0.25,0.29,0.23,0.21,0.24,0.33,0.26,0.3,0.26,0.25,0.41,0.22,0.0,0.34,0.32,0.0,0.0,0.28,0.2,0.22,0.2,0.21,0.0,0.26,0.27,0.0,0.19,0.18,0.24,0.18,0.38,0.35,0.26,0.18,0.21,0.19,0.23,0.22,0.27,0.31,0.13,0.2,0.16,0.27,0.24,0.29,0.15,0.23,0.21,0.2,0.2,0.18,0.2,0.13,0.19,0.13,0.15,0.18,0.16,0.16,0.18,0.19,0.22,0.0,0.18,0.14,0.28,0.22,0.15,0.0,0.2,0.19,0.0,0.18,0.15,0.18,0.17,0.19,0.24,0.16,0.17,0.23,0.18,0.28,0.14,0.15,0.39,0.24,0.0,0.0,0.22,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.15,0.14,0.0,0.15,0.16,0.2,0.0,0.16,0.15,0.22,0.47,0.16,0.14,0.0,0.0,0.0,0.24,0.15,0.14,0.0,0.13,0.13,0.14,0.19,0.14,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.13,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.23,0.22,0.0,0.33,0.21,0.17,0.22,0.0,0.23,0.19,0.22,0.18,0.17,0.14,0.13,0.12,0.13,0.14,0.13,0.73,0.24,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,55.79
