,Cash & Cash Equivalents,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,CBA.AX,6758.T,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,BHP.AX,ALV.DE,6861.T,GSK.L,CSL.AX,RIO.L,SU.PA,BP.L,BATS.L,9984.T,AI.PA,RDSA.AS,AIR.PA,ENEL.MI,DAI.DE,RYDBF,388.HK,IBE.MC,BAS.DE,DTE.DE,ADS.DE,WBC.AX,BNP.PA,6098.T,DPW.DE,7974.T,8306.T,KER.PA,SAN.MC,NAB.AX,RKT.L,8035.T,RITN.,BHP.L,4063.T,ABBN.SW,ANZ.AX,BAYN.DE,ZURN.SW,6501.T,DG.PA,UBSG.SW,LONN.SW,REL.L,ABI.BR,7267.T,6594.T,4502.T,AAL.L,IFX.DE,7741.T,EL.PA,PRU.L,9433.T,DSV.CO,INGA.AS,ADYEN.AS,WES.AX,CS.PA,SAF.PA,6954.T,6367.T,BN.PA,SIKA.SW,6981.T,RMS.PA,RI.PA,PRX.AS,ISP.MI,LLOY.L,VOW3.DE,8316.T,INVE B.ST,NG.L,VOD.L,PHIA.AS,9983.T,GIVN.SW,BBVA.MC,GLEN.L,D05.SI,BARC.L,ATCO A.ST,VWS.CO,MQG.AX,STLA.MI,CRH.L,CPG.L,6702.T,MUV2.DE,ITX.MC,ERIC B.ST,8031.T,9434.T,NDA SE.ST,3382.T,VNA.DE,LSEG.L,EXPN.L,PGHN.SW,ALC.SW,8058.T,8411.T,4568.T,8001.T,VOLV B.ST,WOW.AX,SGO.PA,RIO.AX,BMW.DE,6273.T,AHT.L,CLNX.MC,9432.T,DSM.AS,DB1.DE,DSY.PA,AMS.MC,4503.T,ASSA B.ST,FLTR.L,2413.T,FERG.L,AD.AS,O39.SI,CAP.PA,HEIA.AS,ENI.MI,4452.T,HOLN.SW,TCL.AX,6902.T,4661.T,8766.T,HEXA B.ST,NOKIA.HE,EVO.ST,LR.PA,FMG.AX,SAND.ST,4911.T,ORSTED.CO,GEBN.SW,GMAB.CO,KNEBV.HE,6752.T,SREN.SW,ML.PA,WKL.AS,4901.T,ZAL.DE,EOAN.DE,STM.PA,DBK.DE,GMG.AX,NESTE.HE,MRK.DE,5108.T,CSGN.SW,4519.T,4543.T,6503.T,RACE.MI,TSCO.L,VIV.PA,UCG.MI,RWE.DE,ENGI.PA,BT.A.L,SAMPO.HE,669.HK,TEP.PA,4523.T,GLE.PA,2914.T,TEF.MC,WLN.PA,BA.L,7733.T,AKZA.AS,DSYA.,DHER.DE,FRE.DE,7751.T,MT.AS,KRZ.IR,6301.T,n/a,U11.SI,SSE.L,CFR.SW,SE,7309.T,SEB A.ST,8591.T,EQNR.OL,8750.T,6869.T,6326.T,G.MI,9022.T,VIE.PA,KBC.BR,LGEN.L,SUM
10/15/2021,0.0,2.03,1.77,1.58,1.18,1.07,1.09,1.09,0.8,0.79,0.82,0.95,0.8,0.8,0.7,0.69,0.64,0.66,0.74,0.6,0.48,0.55,0.65,0.56,0.57,0.45,0.5,0.58,0.44,0.39,0.44,0.56,0.45,0.37,0.47,0.51,0.42,0.37,0.4,0.37,0.33,0.4,0.43,0.49,0.35,0.3,0.41,0.32,0.39,0.4,0.31,0.36,0.0,0.32,0.35,0.33,0.34,0.32,0.37,0.32,0.32,0.36,0.33,0.33,0.24,0.29,0.27,0.26,0.29,0.31,0.32,0.31,0.3,0.3,0.27,0.33,0.32,0.27,0.31,0.26,0.23,0.31,0.25,0.27,0.25,0.26,0.28,0.44,0.28,0.27,0.24,0.26,0.23,0.25,0.25,0.23,0.21,0.24,0.27,0.29,0.24,0.27,0.24,0.22,0.27,0.23,0.21,0.21,0.2,0.23,0.22,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.23,0.24,0.2,0.26,0.2,0.19,0.22,0.2,0.16,0.19,0.18,0.2,0.18,0.2,0.21,0.19,0.19,0.18,0.19,0.17,0.19,0.16,0.18,0.2,0.17,0.19,0.16,0.2,0.16,0.15,0.17,0.17,0.18,0.2,0.17,0.18,0.14,0.16,0.0,0.16,0.15,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.16,0.0,0.16,0.16,0.16,0.15,0.13,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.17,0.0,0.17,0.0,0.14,0.0,0.15,0.15,0.13,0.0,0.15,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.41,0.13,0.0,0.33,0.0,0.0,0.13,0.14,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.13,66.96
10/18/2021,0.0,2.06,1.87,1.57,1.24,1.06,1.07,1.08,0.8,0.78,0.87,0.98,0.77,0.8,0.72,0.68,0.64,0.67,0.73,0.62,0.48,0.54,0.64,0.56,0.58,0.45,0.52,0.57,0.45,0.38,0.45,0.56,0.45,0.38,0.48,0.52,0.41,0.38,0.4,0.37,0.34,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.36,0.0,0.33,0.34,0.34,0.34,0.31,0.37,0.32,0.32,0.36,0.33,0.33,0.25,0.28,0.28,0.26,0.29,0.32,0.31,0.31,0.3,0.3,0.28,0.33,0.35,0.26,0.31,0.26,0.23,0.31,0.25,0.27,0.25,0.27,0.28,0.45,0.28,0.27,0.25,0.25,0.24,0.25,0.25,0.23,0.22,0.24,0.25,0.3,0.24,0.26,0.25,0.22,0.27,0.23,0.21,0.21,0.21,0.23,0.22,0.21,0.2,0.22,0.23,0.18,0.19,0.2,0.24,0.21,0.23,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.18,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.18,0.19,0.17,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.18,0.19,0.18,0.19,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.17,0.15,0.15,0.14,0.17,0.15,0.15,0.14,0.17,0.14,0.16,0.16,0.0,0.17,0.0,0.14,0.0,0.15,0.15,0.14,0.0,0.15,0.14,0.13,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.35,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,66.96
10/19/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/20/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/21/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/22/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/25/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/26/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/27/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/28/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
10/29/2021,0.0,2.05,1.88,1.57,1.22,1.06,1.06,1.07,0.79,0.78,0.87,0.99,0.77,0.81,0.72,0.7,0.63,0.66,0.74,0.62,0.49,0.54,0.66,0.55,0.57,0.45,0.51,0.58,0.45,0.38,0.45,0.57,0.45,0.37,0.47,0.52,0.42,0.37,0.4,0.37,0.35,0.4,0.43,0.5,0.35,0.29,0.4,0.33,0.38,0.4,0.31,0.37,0.0,0.33,0.35,0.34,0.34,0.31,0.36,0.32,0.32,0.36,0.33,0.33,0.24,0.28,0.28,0.26,0.3,0.32,0.32,0.31,0.3,0.3,0.27,0.34,0.35,0.26,0.31,0.26,0.24,0.32,0.25,0.27,0.25,0.27,0.27,0.46,0.28,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.21,0.24,0.26,0.31,0.23,0.27,0.25,0.23,0.28,0.23,0.21,0.21,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.21,0.22,0.23,0.19,0.26,0.2,0.19,0.22,0.21,0.16,0.19,0.19,0.21,0.18,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.19,0.19,0.17,0.2,0.16,0.2,0.16,0.14,0.17,0.17,0.18,0.19,0.18,0.18,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.13,0.17,0.14,0.16,0.16,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.36,0.14,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,67.0
