,MHK,SBNY,TPR,CRL,MOH,CZR,CMA,WSM,DAR,JLL,TFII.TO,ACM,NLSN,DFS,WAL,ARW,BLDR,JAZZ,SYF,CUBE,EXPE,USFD,STX,DECK,LNC,ITT,KRNT,AIZ,ZBRA,DCI,ORI,LH,WRK,HES,CHDN,LNG,MAN,EPAM,LAD,HBAN,WH,SNV,FAF,AES,AZO,EME,CFR,NXST,CROX,ENTG,UHS,WHR,PRI,RNR,AME,CNXC,BJ,VVV,NOMD,EXP,KNX,TLS,RBC,CYBR,AZEK,FCNCA,ACHC,NVST,DEI,ACGL,SYNH,JCOM,APPS,HELE,CNP,FMC,ANSS,SNX,ASGN,FEYE,STL,G,INSP,LSPD.TO,HOLX,BIO,ADNT,CR,ALSN,LNT,LKQ,PAYC,WU,ST,BBY,MASI,RPD,CCMP,RGA,TRNO,WTFC,OC,SMTC,KEX,HGV,BCO,WK,AEIS,FHB,CMC,NSIT,LPLA,LXP,EXLS,OMC,SAFM,NSP,TPX,MUR,ESGR,MPC,RNG,FN,ESI,BECN,MDC,EIX,SC,RCII,UNVR,ITGR,MTB,CW,OI,TENB,FLOW,BOKF,EAT,IPG,SPXC,RLJ,IOSP,KBR,Brookfield Infrastructure Corp Ordinary Shares - Class A (Subordinate Share,RCM,ARGX,RUSHA,XPER,HLF,DY,CACI,TROX,RLGY,SPT,PINC,EXEL,PATK,VRRM,GVA,JELD,ATKR,CMPR,FGEN,PGNY,TTGT,WNS,UIS,TTMI,BRKR,ECPG,CWK,SEB,CRUS,GPRO,NVAX,ARVN,TGTX,TCBK,ASO,EBS,VCEL,CDMO,PTGX,CYTK,ALXN,ACRS,MNRL,IQV,ALXO,PBH,KYMR,SITM,RPRX,AGIO,KURA,PRLD,VTRS,BCAB,KROS,ANNX,Nomad Foods Ltd,BIPC,4880.T,DKS,CC,OLLI,FBHS,AR,OFC,TXG,ESTC,DT,HFC,n/a,4551.T,688185.SS,LSPDEUR,OLN,AYI,COLD,ELS,HUN,PHR,PRMW.TO,NTRA,UTHR,XLRN,IOVA,GBT,OCUL,AVY,OSK,DEN,MNDY,AXNX,ATGE,ALLK,CLDX,ZD,RRX,DOX,ALIT,GNRC,WKME,KFRC,MRVI,MOS,CPRI,PCG,CNNE,EQT,CYXT,FLEX,HZNP,SUM
09/06/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.0,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.56,0.0,0.94,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/07/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/08/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/09/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/10/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/13/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/14/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/15/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/16/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/17/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/20/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/21/2021,1.32,1.24,1.26,1.61,1.33,0.97,1.04,1.04,1.17,1.25,1.31,0.47,0.93,1.11,0.96,1.01,1.02,0.95,0.94,1.07,0.0,0.81,0.82,1.02,0.77,0.9,1.09,0.83,0.93,0.89,0.77,0.88,0.68,0.74,0.75,0.8,0.77,0.92,0.0,0.0,0.73,0.62,0.78,0.69,0.85,0.71,0.65,0.7,0.96,0.76,0.7,0.0,0.62,0.0,0.7,0.72,0.73,0.62,0.56,0.63,0.66,0.53,0.64,0.69,0.51,0.55,0.58,0.57,0.58,0.59,0.61,0.67,0.0,0.63,0.58,0.52,0.62,0.54,0.56,0.0,0.45,0.6,0.0,0.61,0.61,0.63,0.43,0.51,0.47,0.51,0.0,0.6,0.47,0.48,0.47,0.61,0.65,0.44,0.4,0.49,0.4,0.4,0.43,0.38,0.38,0.43,0.57,0.42,0.39,0.41,0.38,0.36,0.39,0.4,0.32,0.0,0.37,0.38,0.34,0.34,0.3,0.34,0.35,0.55,0.31,0.0,0.31,0.34,0.29,0.44,0.34,0.26,0.29,0.24,0.31,0.36,0.28,0.27,0.31,0.31,0.26,0.0,0.25,0.0,0.24,0.27,0.24,0.24,0.24,0.0,0.25,0.18,0.22,0.27,0.23,0.16,0.2,0.22,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.19,0.14,0.15,0.19,0.16,0.15,0.18,0.16,0.14,0.17,0.19,0.13,0.1,0.12,0.1,0.08,0.09,0.09,0.09,0.0,0.0,0.06,0.0,0.05,0.05,0.06,0.07,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.68,0.54,0.62,0.49,0.39,0.34,0.28,0.3,0.32,0.11,0.94,0.0,0.0,0.0,0.72,0.66,0.59,0.44,0.38,0.27,0.27,0.18,0.17,0.15,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
