,United States Treasury Bills 0%,688208.SS,TECH,XPO,MOH,CGNX,FICO,SBNY,SEDG,CPT,GGG,FDS,MASI,CDAY,BRO,WSM,STLD,TTC,LII,NDSN,MPW,TREX,RPM,RH,AXON,DECK,FIVE,DAR,JAZZ,CREE,PRAH,LAD,OC,WTRG,CABO,EWBC,CSL,TRGP,JLL,RGEN,HUBB,CLF,UGI,RS,LEA,MIDD,FHN,Y,AZPN,WSO,MKSI,OLED,MANH,PEN,ACM,ATR,SCI,NBIX,LAMR,BLDR,RUN,SYNH,SAM,CIEN,ARWR,AFG,WEX,KSS,OSK,AMED,ARW,CPRI,STOR,CONE,OHI,NNN,UTHR,GNTX,AGCO,LSI,ITT,DCI,G,TPX,EHC,CBSH,LECO,RGA,JBL,PII,BC,SMG,CHE,RNR,HRC,FSLR,IAA,IIVI,XEC,CROX,RGLD,REXR,LSCC,SEIC,KRC,WWD,PCTY,THC,CASY,HOG,ORI,AIRC,MAT,FFIN,STAA,NVST,YETI,BRKS,SKX,CHDN,FAF,SF,BRX,JEF,WH,OGE,PNFP,EME,FR,TTEK,PB,SLM,HQY,SON,DKS,SLAB,AMG,BLD,VAC,CNXC,JHG,OLN,SNV,SRCL,HBAN,TOL,POST,MAN,FOXF,EGP,FL,ACC,LHCG,LPX,THO,BJ,COHR,NYT,TXRH,LITE,AYI,MDU,CFR,X,DVN,LFUS,EQT,LSTR,INGR,CDK,GMED,MS,MSA,NCR,MTZ,EXP,CACI,PRI,EVR,VVV,HALO,JCOM,CC,EXEL,SLG,ACHC,HELE,COR,AEO,KNX,NATI,DEI,CUZ,SRC,VLY,TKR,VNT,RBC,CFX,KBR,U.S. Bank Money Market Deposit Account,ICLR,AN,MMS,FLS,SYNA,NYCB,IDA,QDEL,OLLI,TDC,GXO WI,NVT,ASGN,n/a,BIDI11.SA,GXO,CIT,IRDM,B 0 11/18/21,WING,VMI,GME,SGMS,APPS,PRGO,TNDM,MEDP,SMTC,PACW,CAR,GBCI,BYD,IBKR,B 0 08/19/21,USBFS03,CLH,OZK,COG,GT,B 0 11.18.21,CW,UNM,MTG,WOLF,NOV,CTRA,RRX,ZD,ESNT,HFC,CMBR 0 11.18.21,PFGC,SAIA,BXS,CADE,ASH,RYN,AVNT,B 0 02.17.22,NFG,WTFC,AZTA,CCMP,SSD,CRUS,FLO,AA,BRKR,M,WU,HBI,POWI,SUM
09/23/2021,0.0,0.0,0.49,0.22,0.37,0.38,0.31,0.36,0.33,0.35,0.31,0.35,0.33,0.34,0.32,0.34,0.3,0.27,0.25,0.31,0.28,0.3,0.25,0.27,0.27,0.3,0.25,0.3,0.19,0.23,0.0,0.24,0.24,0.25,0.26,0.25,0.25,0.25,0.29,0.36,0.24,0.25,0.22,0.22,0.2,0.23,0.2,0.21,0.21,0.22,0.2,0.2,0.24,0.24,0.23,0.19,0.25,0.21,0.23,0.26,0.17,0.23,0.0,0.2,0.16,0.22,0.18,0.2,0.18,0.13,0.21,0.19,0.2,0.22,0.18,0.19,0.22,0.19,0.19,0.22,0.18,0.18,0.21,0.22,0.18,0.17,0.19,0.18,0.2,0.17,0.18,0.14,0.18,0.17,0.24,0.21,0.18,0.15,0.19,0.24,0.17,0.19,0.22,0.17,0.17,0.16,0.25,0.19,0.17,0.14,0.16,0.18,0.17,0.15,0.16,0.17,0.18,0.16,0.15,0.19,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.17,0.19,0.15,0.14,0.0,0.15,0.21,0.15,0.16,0.18,0.15,0.17,0.17,0.17,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.17,0.0,0.16,0.12,0.15,0.15,0.19,0.15,0.17,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.13,0.15,0.14,0.0,0.15,0.16,0.13,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.15,0.0,0.13,0.13,0.15,0.0,0.15,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.17,0.15,0.0,0.0,0.16,0.14,0.0,0.13,0.0,0.13,0.0,0.13,0.14,8.93,0.0,0.22,0.0,0.13,34.78,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.45000000000002
09/24/2021,0.0,0.0,0.0,0.19,0.39,0.36,0.28,0.35,0.34,0.36,0.3,0.34,0.34,0.0,0.0,0.34,0.26,0.26,0.26,0.32,0.29,0.3,0.25,0.27,0.27,0.29,0.25,0.29,0.19,0.23,0.0,0.23,0.22,0.26,0.22,0.24,0.26,0.25,0.29,0.39,0.24,0.22,0.21,0.22,0.2,0.23,0.2,0.22,0.2,0.22,0.2,0.2,0.25,0.23,0.22,0.19,0.25,0.22,0.24,0.26,0.21,0.23,0.0,0.19,0.16,0.2,0.18,0.2,0.17,0.13,0.2,0.19,0.2,0.23,0.18,0.19,0.22,0.19,0.18,0.22,0.18,0.18,0.2,0.22,0.18,0.17,0.19,0.18,0.2,0.17,0.18,0.14,0.19,0.16,0.24,0.22,0.17,0.15,0.19,0.24,0.17,0.19,0.21,0.15,0.17,0.17,0.26,0.19,0.17,0.14,0.16,0.18,0.17,0.13,0.16,0.16,0.2,0.19,0.15,0.19,0.18,0.17,0.16,0.18,0.16,0.16,0.17,0.15,0.17,0.19,0.15,0.14,0.0,0.15,0.21,0.13,0.15,0.18,0.15,0.16,0.17,0.16,0.14,0.15,0.0,0.16,0.15,0.14,0.15,0.17,0.0,0.16,0.13,0.13,0.14,0.2,0.15,0.19,0.14,0.16,0.15,0.14,0.15,0.14,0.0,0.16,0.12,0.15,0.14,0.12,0.15,0.0,0.13,0.0,0.0,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.15,0.0,0.14,0.14,0.16,0.0,0.2,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.12,0.0,0.0,0.15,0.14,0.13,0.15,0.0,0.14,0.0,0.13,0.14,9.13,0.0,0.19,0.0,0.14,35.51,0.13,0.0,0.23,0.17,0.13,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.43
09/27/2021,0.0,0.0,0.0,0.19,0.39,0.37,0.28,0.36,0.35,0.35,0.3,0.34,0.35,0.0,0.0,0.34,0.26,0.26,0.25,0.32,0.29,0.3,0.25,0.27,0.27,0.29,0.25,0.28,0.19,0.23,0.0,0.24,0.22,0.25,0.22,0.25,0.26,0.26,0.3,0.39,0.24,0.23,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.22,0.2,0.2,0.24,0.23,0.23,0.19,0.25,0.21,0.24,0.27,0.21,0.23,0.0,0.19,0.16,0.2,0.18,0.21,0.17,0.13,0.2,0.19,0.19,0.22,0.17,0.19,0.21,0.19,0.19,0.22,0.18,0.18,0.2,0.23,0.18,0.17,0.19,0.18,0.21,0.17,0.18,0.14,0.18,0.15,0.24,0.21,0.18,0.15,0.19,0.25,0.16,0.18,0.22,0.15,0.17,0.17,0.27,0.18,0.17,0.14,0.16,0.18,0.17,0.13,0.16,0.16,0.2,0.19,0.15,0.2,0.17,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.16,0.19,0.15,0.14,0.13,0.15,0.21,0.14,0.16,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.14,0.15,0.16,0.0,0.16,0.0,0.13,0.15,0.19,0.15,0.2,0.15,0.15,0.15,0.14,0.16,0.14,0.0,0.16,0.13,0.15,0.14,0.13,0.15,0.0,0.13,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.0,0.15,0.0,0.14,0.13,0.15,0.0,0.2,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.12,0.14,0.0,0.14,0.0,0.13,0.15,9.64,0.0,0.19,0.0,0.13,34.73,0.13,0.0,0.23,0.18,0.15,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.33
09/28/2021,0.0,0.0,0.0,0.19,0.39,0.37,0.28,0.36,0.35,0.35,0.3,0.34,0.35,0.0,0.0,0.34,0.26,0.26,0.25,0.32,0.29,0.3,0.25,0.27,0.27,0.29,0.25,0.28,0.19,0.23,0.0,0.24,0.22,0.25,0.22,0.25,0.26,0.26,0.3,0.39,0.24,0.23,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.22,0.2,0.2,0.24,0.23,0.23,0.19,0.25,0.21,0.24,0.27,0.21,0.23,0.0,0.19,0.16,0.2,0.18,0.21,0.17,0.13,0.2,0.19,0.19,0.22,0.17,0.19,0.21,0.19,0.19,0.22,0.18,0.18,0.2,0.23,0.18,0.17,0.19,0.18,0.21,0.17,0.18,0.14,0.18,0.15,0.24,0.21,0.18,0.15,0.19,0.25,0.16,0.18,0.22,0.15,0.17,0.17,0.27,0.18,0.17,0.14,0.16,0.18,0.17,0.13,0.16,0.16,0.2,0.19,0.15,0.2,0.17,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.16,0.19,0.15,0.14,0.13,0.15,0.21,0.14,0.16,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.14,0.15,0.16,0.0,0.16,0.0,0.13,0.15,0.19,0.15,0.2,0.15,0.15,0.15,0.14,0.16,0.14,0.0,0.16,0.13,0.15,0.14,0.13,0.15,0.0,0.13,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.0,0.15,0.0,0.14,0.13,0.15,0.0,0.2,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.12,0.14,0.0,0.14,0.0,0.13,0.15,9.64,0.0,0.19,0.0,0.13,34.73,0.13,0.0,0.23,0.18,0.15,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.33
09/29/2021,0.0,0.0,0.0,0.19,0.39,0.37,0.28,0.36,0.35,0.35,0.3,0.34,0.35,0.0,0.0,0.34,0.26,0.26,0.25,0.32,0.29,0.3,0.25,0.27,0.27,0.29,0.25,0.28,0.19,0.23,0.0,0.24,0.22,0.25,0.22,0.25,0.26,0.26,0.3,0.39,0.24,0.23,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.22,0.2,0.2,0.24,0.23,0.23,0.19,0.25,0.21,0.24,0.27,0.21,0.23,0.0,0.19,0.16,0.2,0.18,0.21,0.17,0.13,0.2,0.19,0.19,0.22,0.17,0.19,0.21,0.19,0.19,0.22,0.18,0.18,0.2,0.23,0.18,0.17,0.19,0.18,0.21,0.17,0.18,0.14,0.18,0.15,0.24,0.21,0.18,0.15,0.19,0.25,0.16,0.18,0.22,0.15,0.17,0.17,0.27,0.18,0.17,0.14,0.16,0.18,0.17,0.13,0.16,0.16,0.2,0.19,0.15,0.2,0.17,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.16,0.19,0.15,0.14,0.13,0.15,0.21,0.14,0.16,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.14,0.15,0.16,0.0,0.16,0.0,0.13,0.15,0.19,0.15,0.2,0.15,0.15,0.15,0.14,0.16,0.14,0.0,0.16,0.13,0.15,0.14,0.13,0.15,0.0,0.13,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.0,0.15,0.0,0.14,0.13,0.15,0.0,0.2,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.12,0.14,0.0,0.14,0.0,0.13,0.15,9.64,0.0,0.19,0.0,0.13,34.73,0.13,0.0,0.23,0.18,0.15,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.33
09/30/2021,0.0,0.0,0.0,0.19,0.4,0.37,0.27,0.36,0.34,0.35,0.3,0.34,0.34,0.0,0.0,0.35,0.27,0.25,0.25,0.31,0.29,0.3,0.25,0.27,0.27,0.26,0.26,0.28,0.19,0.22,0.0,0.24,0.22,0.25,0.21,0.25,0.26,0.26,0.3,0.39,0.24,0.22,0.21,0.22,0.21,0.23,0.21,0.21,0.2,0.22,0.2,0.19,0.24,0.23,0.24,0.19,0.25,0.21,0.24,0.27,0.2,0.23,0.0,0.19,0.16,0.2,0.18,0.21,0.17,0.0,0.2,0.19,0.19,0.21,0.17,0.18,0.21,0.19,0.18,0.21,0.18,0.18,0.2,0.22,0.18,0.17,0.19,0.18,0.21,0.17,0.18,0.14,0.18,0.15,0.24,0.21,0.18,0.15,0.2,0.24,0.16,0.18,0.22,0.15,0.17,0.17,0.27,0.18,0.17,0.14,0.15,0.18,0.16,0.13,0.16,0.17,0.19,0.19,0.14,0.2,0.18,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.16,0.2,0.15,0.14,0.13,0.14,0.21,0.14,0.16,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.14,0.15,0.16,0.0,0.16,0.0,0.13,0.14,0.19,0.15,0.2,0.15,0.16,0.16,0.14,0.16,0.14,0.0,0.17,0.13,0.15,0.14,0.13,0.15,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.13,0.16,0.0,0.15,0.0,0.14,0.13,0.15,0.0,0.2,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.12,0.13,0.0,0.14,0.0,0.13,0.15,9.66,0.0,0.18,0.0,0.13,34.75,0.13,0.0,0.22,0.18,0.15,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.19
10/01/2021,0.0,0.0,0.0,0.18,0.38,0.34,0.26,0.38,0.34,0.35,0.29,0.35,0.33,0.0,0.0,0.35,0.28,0.26,0.25,0.31,0.28,0.29,0.24,0.27,0.27,0.25,0.25,0.28,0.19,0.22,0.0,0.24,0.22,0.25,0.21,0.27,0.26,0.27,0.31,0.35,0.24,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.2,0.21,0.2,0.19,0.23,0.21,0.23,0.19,0.24,0.21,0.24,0.27,0.2,0.22,0.0,0.19,0.15,0.19,0.19,0.2,0.18,0.0,0.21,0.19,0.19,0.22,0.17,0.18,0.2,0.19,0.19,0.21,0.18,0.18,0.2,0.22,0.18,0.18,0.19,0.18,0.2,0.17,0.18,0.15,0.18,0.15,0.24,0.22,0.18,0.15,0.21,0.23,0.15,0.18,0.21,0.15,0.17,0.17,0.25,0.17,0.17,0.14,0.15,0.17,0.16,0.14,0.14,0.16,0.18,0.19,0.14,0.2,0.18,0.17,0.16,0.18,0.18,0.16,0.17,0.15,0.16,0.19,0.16,0.14,0.13,0.15,0.2,0.13,0.16,0.17,0.16,0.17,0.17,0.17,0.16,0.15,0.0,0.15,0.16,0.14,0.15,0.16,0.0,0.16,0.0,0.14,0.16,0.18,0.15,0.19,0.15,0.15,0.15,0.14,0.16,0.14,0.0,0.17,0.15,0.15,0.14,0.0,0.15,0.0,0.13,0.0,0.0,0.14,0.15,0.14,0.14,0.14,0.13,0.16,0.0,0.15,0.0,0.14,0.13,0.15,0.0,0.2,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.13,0.13,0.0,0.14,0.0,0.13,0.15,9.69,0.0,0.18,0.13,0.0,34.88,0.0,0.0,0.21,0.18,0.14,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16000000000001
10/04/2021,0.0,0.0,0.45,0.37,0.38,0.38,0.36,0.31,0.32,0.35,0.31,0.32,0.33,0.31,0.3,0.28,0.31,0.29,0.27,0.29,0.29,0.27,0.27,0.26,0.28,0.28,0.26,0.27,0.24,0.25,0.0,0.27,0.24,0.26,0.25,0.24,0.26,0.23,0.27,0.3,0.26,0.27,0.23,0.24,0.23,0.25,0.2,0.22,0.23,0.22,0.21,0.24,0.24,0.22,0.22,0.2,0.25,0.21,0.22,0.22,0.2,0.22,0.16,0.21,0.17,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.19,0.21,0.2,0.2,0.21,0.2,0.2,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.22,0.17,0.19,0.17,0.16,0.21,0.19,0.19,0.18,0.17,0.17,0.17,0.19,0.18,0.17,0.14,0.17,0.19,0.18,0.17,0.14,0.16,0.17,0.16,0.17,0.15,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.16,0.16,0.14,0.16,0.17,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.17,0.13,0.16,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.14,0.13,0.0,0.0,0.13,0.13,0.14,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.13,0.13,0.14,0.0,0.13,0.0,0.15,0.16,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.0,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.46,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95
10/05/2021,0.0,0.0,0.0,0.18,0.38,0.34,0.26,0.38,0.33,0.35,0.28,0.36,0.33,0.0,0.0,0.33,0.26,0.25,0.24,0.31,0.28,0.28,0.24,0.26,0.27,0.25,0.24,0.28,0.19,0.22,0.0,0.23,0.22,0.25,0.21,0.26,0.26,0.27,0.31,0.36,0.24,0.22,0.21,0.22,0.22,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.24,0.22,0.23,0.19,0.25,0.22,0.24,0.26,0.21,0.21,0.0,0.19,0.16,0.19,0.19,0.18,0.17,0.0,0.2,0.18,0.19,0.23,0.17,0.18,0.2,0.19,0.18,0.21,0.18,0.17,0.2,0.21,0.18,0.18,0.19,0.18,0.2,0.17,0.18,0.14,0.18,0.15,0.24,0.22,0.18,0.15,0.22,0.22,0.15,0.18,0.21,0.15,0.17,0.17,0.25,0.17,0.17,0.14,0.16,0.18,0.16,0.14,0.14,0.16,0.17,0.18,0.14,0.2,0.18,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.16,0.2,0.16,0.14,0.13,0.14,0.19,0.13,0.16,0.16,0.16,0.18,0.17,0.17,0.16,0.15,0.0,0.15,0.16,0.14,0.15,0.16,0.0,0.16,0.0,0.14,0.16,0.18,0.15,0.19,0.14,0.15,0.15,0.14,0.16,0.14,0.0,0.16,0.14,0.15,0.14,0.0,0.14,0.0,0.13,0.0,0.0,0.13,0.15,0.15,0.14,0.14,0.13,0.15,0.0,0.16,0.0,0.14,0.13,0.14,0.0,0.2,0.0,0.13,0.13,0.13,0.13,0.0,0.14,0.15,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.13,0.13,0.0,0.15,0.0,0.13,0.14,9.78,0.0,0.18,0.0,0.0,35.18,0.0,0.0,0.21,0.19,0.14,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.36
10/06/2021,0.0,0.0,0.0,0.18,0.38,0.34,0.26,0.4,0.34,0.35,0.28,0.36,0.33,0.0,0.0,0.32,0.26,0.25,0.24,0.31,0.28,0.28,0.24,0.25,0.27,0.25,0.23,0.29,0.19,0.21,0.0,0.22,0.22,0.25,0.21,0.27,0.26,0.28,0.32,0.34,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.2,0.21,0.2,0.18,0.24,0.21,0.23,0.19,0.25,0.23,0.24,0.26,0.21,0.21,0.0,0.19,0.16,0.19,0.19,0.18,0.17,0.0,0.21,0.18,0.19,0.22,0.17,0.19,0.2,0.19,0.19,0.21,0.18,0.18,0.2,0.21,0.18,0.18,0.19,0.19,0.2,0.17,0.18,0.14,0.18,0.15,0.24,0.22,0.18,0.15,0.0,0.22,0.15,0.18,0.21,0.15,0.17,0.17,0.26,0.17,0.17,0.14,0.16,0.18,0.16,0.14,0.14,0.16,0.17,0.18,0.14,0.21,0.18,0.18,0.16,0.18,0.18,0.16,0.17,0.15,0.16,0.2,0.16,0.14,0.13,0.14,0.19,0.13,0.16,0.16,0.16,0.18,0.17,0.17,0.16,0.15,0.0,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.0,0.14,0.17,0.17,0.15,0.19,0.15,0.15,0.15,0.15,0.16,0.14,0.0,0.16,0.14,0.14,0.15,0.0,0.15,0.0,0.13,0.13,0.0,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.0,0.16,0.0,0.14,0.13,0.14,0.0,0.19,0.13,0.0,0.14,0.13,0.13,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.13,0.15,9.72,0.0,0.18,0.0,0.0,34.86,0.0,0.0,0.21,0.19,0.14,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14
10/07/2021,0.0,0.0,0.0,0.18,0.38,0.34,0.26,0.41,0.32,0.35,0.28,0.36,0.33,0.0,0.0,0.31,0.26,0.26,0.24,0.31,0.28,0.28,0.25,0.25,0.25,0.25,0.23,0.28,0.18,0.21,0.0,0.22,0.22,0.25,0.21,0.27,0.26,0.28,0.31,0.33,0.24,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.2,0.21,0.19,0.17,0.23,0.21,0.23,0.19,0.25,0.23,0.24,0.26,0.19,0.21,0.0,0.19,0.15,0.19,0.19,0.19,0.17,0.0,0.21,0.18,0.19,0.22,0.17,0.19,0.2,0.2,0.19,0.21,0.18,0.18,0.2,0.21,0.17,0.18,0.19,0.19,0.2,0.17,0.18,0.14,0.17,0.15,0.24,0.22,0.18,0.14,0.0,0.21,0.15,0.18,0.21,0.15,0.17,0.17,0.25,0.17,0.17,0.14,0.16,0.18,0.15,0.14,0.13,0.16,0.17,0.18,0.14,0.21,0.18,0.17,0.16,0.18,0.18,0.16,0.17,0.16,0.17,0.2,0.16,0.14,0.13,0.15,0.19,0.13,0.15,0.17,0.16,0.17,0.17,0.17,0.16,0.15,0.0,0.15,0.16,0.15,0.15,0.16,0.0,0.17,0.0,0.13,0.17,0.18,0.15,0.19,0.15,0.15,0.15,0.15,0.16,0.14,0.0,0.16,0.14,0.14,0.15,0.0,0.14,0.0,0.13,0.13,0.0,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.0,0.16,0.0,0.14,0.13,0.15,0.0,0.19,0.0,0.13,0.14,0.13,0.13,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.13,0.0,0.0,0.15,0.0,0.13,0.15,9.75,0.0,0.18,0.0,0.0,34.97,0.0,0.0,0.2,0.18,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.23,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.12
