,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,FDS,GGG,BRO,WSM,MPW,LII,TTC,NDSN,XTSLA,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,AZPN,HUBB,TRGP,OC,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,Y,NBIX,MKSI,SYNH,OLED,PEN,LEA,WSO,MANH,ATR,FHN,SCI,ACM,RUN,LAMR,AMED,WEX,CONE,CIEN,STOR,OHI,BLDR,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,DCI,GNTX,ITT,AGCO,LECO,EHC,PII,BC,JBL,RGLD,CHE,CBSH,HRC,RGA,FSLR,IIVI,AIRC,REXR,SMG,IAA,LSCC,TPX,CROX,PCTY,THC,CASY,WWD,KRC,XEC,SEIC,RNR,ORI,HOG,MAT,AMG,NVST,YETI,CNXC,SKX,SON,ACC,JEF,EGP,BRKS,VAC,BRX,WH,CHDN,SF,FAF,FR,TTEK,OGE,FFIN,SLAB,STAA,HQY,SLM,DKS,COHR,POST,PB,LHCG,PNFP,JHG,EME,ARWR,SRCL,HALO,GMED,FL,BLD,OLN,NYT,TXRH,MDU,TOL,FOXF,MAN,LITE,SNV,BJ,JCOM,CDK,LSTR,CACI,MSA,NCR,X,LFUS,AYI,INGR,CFR,THO,EVR,HELE,EXEL,EQT,LPX,MTZ,VVV,PRI,COR,EXP,KNX,SYNA,CUZ,SRC,SLG,DEI,AEO,NATI,ACHC,CC,AN,RBC,VLY,MMS,KBR,TKR,CFX,VNT,TNL,SAIC,RYN,TDC,FLS,GBCI,OZK,JBLU,OLLI,NYCB,IDA,QDEL,NVT,HXL,ASGN,ESNT,GME,GXO WI,SNX,VSCO WI,CIT,MEDP,FCN,MTG,GXO,VSCO,CLH,IART,VMI,IBKR,SAIA,IRDM,PFGC,WING,ASH,CRUS,SMTC,TNDM,SGMS,USD,APPS,PRGO,PACW,CAR,BYD,COG,n/a,CW,NOV,WOLF,UNM,RRX,ZD,HFC,GT,AVNT,NFG,WTFC,BRKR,SUM
11/02/2021,0.0,0.63,0.71,0.46,0.76,0.35,0.74,0.67,0.0,0.59,0.68,0.52,0.0,0.57,0.52,0.42,0.42,0.56,0.29,0.52,0.46,0.5,0.46,0.48,0.0,0.33,0.45,0.56,0.45,0.43,0.35,0.61,0.39,0.43,0.44,0.51,0.39,0.47,0.46,0.53,0.41,0.45,0.37,0.38,0.37,0.41,0.34,0.39,0.32,0.39,0.42,0.39,0.47,0.33,0.38,0.47,0.4,0.49,0.4,0.23,0.27,0.42,0.34,0.34,0.29,0.49,0.0,0.43,0.31,0.37,0.3,0.33,0.34,0.35,0.33,0.35,0.31,0.35,0.33,0.31,0.35,0.26,0.27,0.3,0.36,0.26,0.31,0.31,0.42,0.33,0.48,0.26,0.34,0.38,0.25,0.33,0.39,0.36,0.41,0.49,0.31,0.29,0.29,0.29,0.0,0.28,0.27,0.3,0.23,0.31,0.28,0.26,0.35,0.31,0.25,0.23,0.3,0.35,0.33,0.35,0.27,0.28,0.32,0.33,0.31,0.33,0.31,0.39,0.28,0.27,0.31,0.23,0.23,0.23,0.33,0.26,0.24,0.29,0.0,0.3,0.32,0.27,0.27,0.25,0.0,0.25,0.0,0.35,0.34,0.37,0.25,0.25,0.28,0.28,0.0,0.26,0.28,0.33,0.0,0.0,0.27,0.28,0.23,0.0,0.29,0.3,0.3,0.26,0.3,0.23,0.25,0.0,0.28,0.25,0.23,0.0,0.25,0.27,0.26,0.25,0.38,0.28,0.24,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.27,0.23,0.0,0.0,0.0,0.25,0.0,0.24,0.22,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.47,0.0,0.0,0.0,0.0,0.26,0.0,0.22,0.36,0.0,0.23,0.0,0.0,0.25,0.34,0.0,0.28,0.0,0.0,0.0,0.23,0.35,0.31,0.0,0.31,0.25,0.23,0.33,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,69.18
11/03/2021,0.0,0.63,0.71,0.46,0.76,0.35,0.74,0.67,0.0,0.59,0.68,0.52,0.0,0.57,0.52,0.42,0.42,0.56,0.29,0.52,0.46,0.5,0.46,0.48,0.0,0.33,0.45,0.56,0.45,0.43,0.35,0.61,0.39,0.43,0.44,0.51,0.39,0.47,0.46,0.53,0.41,0.45,0.37,0.38,0.37,0.41,0.34,0.39,0.32,0.39,0.42,0.39,0.47,0.33,0.38,0.47,0.4,0.49,0.4,0.23,0.27,0.42,0.34,0.34,0.29,0.49,0.0,0.43,0.31,0.37,0.3,0.33,0.34,0.35,0.33,0.35,0.31,0.35,0.33,0.31,0.35,0.26,0.27,0.3,0.36,0.26,0.31,0.31,0.42,0.33,0.48,0.26,0.34,0.38,0.25,0.33,0.39,0.36,0.41,0.49,0.31,0.29,0.29,0.29,0.0,0.28,0.27,0.3,0.23,0.31,0.28,0.26,0.35,0.31,0.25,0.23,0.3,0.35,0.33,0.35,0.27,0.28,0.32,0.33,0.31,0.33,0.31,0.39,0.28,0.27,0.31,0.23,0.23,0.23,0.33,0.26,0.24,0.29,0.0,0.3,0.32,0.27,0.27,0.25,0.0,0.25,0.0,0.35,0.34,0.37,0.25,0.25,0.28,0.28,0.0,0.26,0.28,0.33,0.0,0.0,0.27,0.28,0.23,0.0,0.29,0.3,0.3,0.26,0.3,0.23,0.25,0.0,0.28,0.25,0.23,0.0,0.25,0.27,0.26,0.25,0.38,0.28,0.24,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.27,0.23,0.0,0.0,0.0,0.25,0.0,0.24,0.22,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.26,0.0,0.47,0.0,0.0,0.0,0.0,0.26,0.0,0.22,0.36,0.0,0.23,0.0,0.0,0.25,0.34,0.0,0.28,0.0,0.0,0.0,0.23,0.35,0.31,0.0,0.31,0.25,0.23,0.33,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,69.18
11/04/2021,0.0,0.62,0.7,0.45,0.75,0.34,0.75,0.65,0.0,0.59,0.66,0.52,0.0,0.56,0.51,0.41,0.42,0.56,0.28,0.5,0.46,0.51,0.46,0.47,0.0,0.33,0.45,0.55,0.46,0.42,0.34,0.62,0.4,0.42,0.44,0.51,0.39,0.47,0.47,0.52,0.41,0.42,0.37,0.38,0.36,0.4,0.34,0.39,0.32,0.38,0.42,0.39,0.46,0.33,0.38,0.47,0.4,0.48,0.41,0.23,0.28,0.41,0.34,0.34,0.29,0.48,0.0,0.42,0.32,0.36,0.3,0.32,0.34,0.35,0.34,0.34,0.31,0.34,0.33,0.31,0.34,0.25,0.27,0.3,0.36,0.27,0.31,0.31,0.41,0.33,0.48,0.27,0.33,0.37,0.24,0.33,0.39,0.35,0.42,0.48,0.31,0.29,0.29,0.29,0.0,0.28,0.28,0.3,0.24,0.3,0.31,0.26,0.35,0.31,0.26,0.23,0.3,0.34,0.32,0.35,0.28,0.28,0.32,0.33,0.31,0.32,0.31,0.38,0.28,0.27,0.31,0.23,0.23,0.23,0.32,0.25,0.24,0.29,0.0,0.3,0.32,0.26,0.3,0.25,0.0,0.24,0.0,0.35,0.34,0.37,0.26,0.25,0.28,0.27,0.0,0.26,0.28,0.33,0.0,0.0,0.28,0.27,0.0,0.0,0.28,0.3,0.3,0.26,0.31,0.23,0.25,0.0,0.27,0.25,0.23,0.0,0.25,0.27,0.26,0.25,0.38,0.29,0.24,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.27,0.23,0.0,0.0,0.0,0.25,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.26,0.0,0.5,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.36,0.0,0.23,0.0,0.0,0.26,0.35,0.0,0.29,0.0,0.0,0.0,0.23,0.34,0.33,0.0,0.32,0.25,0.23,0.32,0.0,0.0,0.0,0.0,0.22,0.61,0.0,0.41,0.25,0.0,0.23,0.0,0.0,0.0,0.0,69.0
11/05/2021,0.0,0.65,0.69,0.44,0.74,0.34,0.76,0.65,0.0,0.59,0.66,0.52,0.0,0.58,0.5,0.42,0.41,0.56,0.37,0.49,0.45,0.51,0.46,0.48,0.0,0.33,0.45,0.53,0.44,0.42,0.34,0.62,0.39,0.43,0.44,0.51,0.38,0.47,0.46,0.52,0.42,0.41,0.37,0.38,0.37,0.36,0.34,0.39,0.32,0.38,0.41,0.39,0.47,0.34,0.37,0.46,0.39,0.47,0.41,0.23,0.26,0.41,0.37,0.34,0.28,0.48,0.0,0.42,0.33,0.36,0.3,0.32,0.34,0.34,0.34,0.35,0.31,0.34,0.33,0.31,0.34,0.24,0.28,0.3,0.36,0.27,0.3,0.31,0.41,0.32,0.47,0.27,0.33,0.37,0.24,0.3,0.4,0.35,0.42,0.48,0.3,0.28,0.29,0.28,0.0,0.27,0.29,0.29,0.24,0.3,0.31,0.26,0.35,0.31,0.24,0.23,0.3,0.35,0.32,0.36,0.28,0.29,0.31,0.32,0.31,0.32,0.31,0.38,0.28,0.27,0.32,0.22,0.23,0.0,0.32,0.25,0.24,0.29,0.0,0.3,0.32,0.26,0.32,0.23,0.22,0.24,0.0,0.34,0.34,0.37,0.24,0.25,0.28,0.28,0.0,0.26,0.28,0.33,0.0,0.0,0.27,0.27,0.0,0.0,0.28,0.31,0.3,0.25,0.31,0.23,0.24,0.0,0.28,0.25,0.24,0.0,0.25,0.27,0.26,0.26,0.38,0.3,0.23,0.24,0.0,0.23,0.0,0.23,0.22,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.27,0.23,0.0,0.0,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.23,0.0,0.0,0.25,0.0,0.26,0.0,0.51,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.37,0.0,0.23,0.0,0.0,0.26,0.35,0.0,0.28,0.0,0.0,0.0,0.23,0.35,0.32,0.0,0.31,0.25,0.23,0.67,0.0,0.0,0.0,0.0,0.23,0.61,0.0,0.43,0.25,0.0,0.24,0.0,0.0,0.0,0.0,69.23000000000002
11/08/2021,0.0,0.64,0.7,0.43,0.72,0.32,0.77,0.64,0.0,0.59,0.66,0.52,0.0,0.62,0.49,0.41,0.41,0.56,0.35,0.49,0.45,0.52,0.46,0.48,0.0,0.32,0.46,0.54,0.46,0.42,0.34,0.56,0.4,0.43,0.44,0.51,0.38,0.47,0.47,0.53,0.41,0.4,0.37,0.4,0.36,0.35,0.34,0.42,0.32,0.39,0.42,0.39,0.46,0.34,0.37,0.45,0.39,0.47,0.41,0.22,0.27,0.41,0.37,0.34,0.27,0.54,0.0,0.41,0.35,0.37,0.31,0.32,0.34,0.36,0.4,0.35,0.3,0.35,0.34,0.3,0.33,0.24,0.28,0.31,0.37,0.27,0.3,0.31,0.4,0.32,0.46,0.27,0.33,0.37,0.26,0.29,0.44,0.35,0.44,0.45,0.31,0.29,0.29,0.28,0.0,0.27,0.28,0.29,0.23,0.3,0.3,0.27,0.37,0.31,0.25,0.23,0.3,0.34,0.32,0.36,0.28,0.29,0.32,0.32,0.31,0.32,0.31,0.38,0.27,0.27,0.33,0.0,0.23,0.22,0.34,0.25,0.24,0.28,0.0,0.3,0.32,0.27,0.34,0.22,0.23,0.24,0.0,0.34,0.35,0.34,0.25,0.23,0.28,0.29,0.0,0.27,0.28,0.33,0.0,0.0,0.28,0.27,0.22,0.0,0.28,0.31,0.3,0.26,0.3,0.24,0.24,0.22,0.24,0.24,0.25,0.0,0.25,0.27,0.27,0.25,0.39,0.31,0.23,0.23,0.0,0.23,0.0,0.23,0.22,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.27,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.26,0.0,0.54,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.26,0.37,0.0,0.28,0.0,0.0,0.0,0.23,0.33,0.3,0.0,0.25,0.24,0.23,0.51,0.0,0.0,0.0,0.0,0.23,0.61,0.0,0.44,0.24,0.0,0.24,0.0,0.0,0.0,0.0,69.22
11/09/2021,0.0,0.55,0.7,0.42,0.71,0.3,0.76,0.64,0.0,0.56,0.66,0.52,0.0,0.61,0.49,0.41,0.41,0.55,0.35,0.49,0.44,0.52,0.46,0.47,0.0,0.32,0.46,0.54,0.46,0.42,0.34,0.54,0.39,0.43,0.44,0.51,0.39,0.48,0.46,0.53,0.41,0.4,0.37,0.41,0.37,0.35,0.35,0.41,0.3,0.39,0.42,0.38,0.45,0.34,0.37,0.44,0.4,0.45,0.41,0.23,0.27,0.4,0.37,0.34,0.28,0.55,0.0,0.4,0.36,0.37,0.31,0.32,0.34,0.36,0.39,0.34,0.3,0.35,0.35,0.3,0.33,0.25,0.28,0.31,0.37,0.27,0.31,0.31,0.4,0.3,0.45,0.26,0.33,0.37,0.26,0.28,0.44,0.35,0.44,0.43,0.32,0.29,0.3,0.29,0.0,0.27,0.28,0.29,0.23,0.3,0.3,0.28,0.37,0.3,0.25,0.23,0.29,0.34,0.32,0.36,0.29,0.3,0.32,0.33,0.31,0.33,0.3,0.38,0.27,0.27,0.32,0.0,0.22,0.22,0.33,0.25,0.24,0.28,0.0,0.3,0.32,0.28,0.33,0.0,0.23,0.24,0.0,0.34,0.35,0.33,0.26,0.23,0.28,0.3,0.0,0.28,0.28,0.33,0.0,0.0,0.26,0.27,0.0,0.23,0.28,0.31,0.3,0.26,0.3,0.24,0.24,0.22,0.24,0.24,0.25,0.0,0.24,0.27,0.27,0.26,0.38,0.34,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.27,0.22,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.25,0.0,0.27,0.0,0.52,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.25,0.35,0.22,0.29,0.0,0.0,0.0,0.23,0.32,0.31,0.0,0.24,0.24,0.23,0.55,0.0,0.0,0.0,0.0,0.22,0.61,0.0,0.44,0.24,0.0,0.27,0.0,0.0,0.0,0.0,68.97
11/10/2021,0.0,0.55,0.7,0.42,0.71,0.3,0.76,0.64,0.0,0.56,0.66,0.52,0.0,0.61,0.49,0.41,0.41,0.55,0.35,0.49,0.44,0.52,0.46,0.47,0.0,0.32,0.46,0.54,0.46,0.42,0.34,0.54,0.39,0.43,0.44,0.51,0.39,0.48,0.46,0.53,0.41,0.4,0.37,0.41,0.37,0.35,0.35,0.41,0.3,0.39,0.42,0.38,0.45,0.34,0.37,0.44,0.4,0.45,0.41,0.23,0.27,0.4,0.37,0.34,0.28,0.55,0.0,0.4,0.36,0.37,0.31,0.32,0.34,0.36,0.39,0.34,0.3,0.35,0.35,0.3,0.33,0.25,0.28,0.31,0.37,0.27,0.31,0.31,0.4,0.3,0.45,0.26,0.33,0.37,0.26,0.28,0.44,0.35,0.44,0.43,0.32,0.29,0.3,0.29,0.0,0.27,0.28,0.29,0.23,0.3,0.3,0.28,0.37,0.3,0.25,0.23,0.29,0.34,0.32,0.36,0.29,0.3,0.32,0.33,0.31,0.33,0.3,0.38,0.27,0.27,0.32,0.0,0.22,0.22,0.33,0.25,0.24,0.28,0.0,0.3,0.32,0.28,0.33,0.0,0.23,0.24,0.0,0.34,0.35,0.33,0.26,0.23,0.28,0.3,0.0,0.28,0.28,0.33,0.0,0.0,0.26,0.27,0.0,0.23,0.28,0.31,0.3,0.26,0.3,0.24,0.24,0.22,0.24,0.24,0.25,0.0,0.24,0.27,0.27,0.26,0.38,0.34,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.27,0.22,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.25,0.0,0.27,0.0,0.52,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.25,0.35,0.22,0.29,0.0,0.0,0.0,0.23,0.32,0.31,0.0,0.24,0.24,0.23,0.55,0.0,0.0,0.0,0.0,0.22,0.61,0.0,0.44,0.24,0.0,0.27,0.0,0.0,0.0,0.0,68.97
11/11/2021,0.0,0.57,0.7,0.44,0.72,0.31,0.76,0.64,0.0,0.57,0.66,0.53,0.0,0.6,0.49,0.4,0.42,0.56,0.26,0.51,0.44,0.52,0.46,0.45,0.0,0.32,0.46,0.53,0.45,0.42,0.35,0.55,0.39,0.43,0.44,0.52,0.39,0.48,0.46,0.53,0.41,0.42,0.36,0.41,0.37,0.35,0.35,0.41,0.3,0.37,0.42,0.38,0.44,0.34,0.37,0.43,0.4,0.47,0.41,0.23,0.27,0.4,0.37,0.33,0.27,0.54,0.0,0.4,0.36,0.37,0.31,0.32,0.34,0.36,0.39,0.34,0.3,0.34,0.35,0.31,0.34,0.26,0.28,0.31,0.37,0.26,0.31,0.31,0.4,0.3,0.45,0.26,0.33,0.37,0.27,0.28,0.45,0.35,0.43,0.42,0.32,0.29,0.3,0.29,0.0,0.27,0.29,0.29,0.23,0.31,0.3,0.27,0.36,0.3,0.25,0.23,0.3,0.34,0.32,0.36,0.28,0.29,0.31,0.32,0.32,0.32,0.3,0.38,0.27,0.27,0.32,0.0,0.23,0.22,0.33,0.25,0.24,0.28,0.0,0.3,0.32,0.27,0.34,0.22,0.0,0.24,0.0,0.34,0.34,0.32,0.25,0.23,0.28,0.29,0.0,0.27,0.28,0.33,0.0,0.0,0.26,0.27,0.0,0.23,0.28,0.31,0.31,0.26,0.3,0.24,0.24,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.27,0.26,0.38,0.35,0.23,0.23,0.0,0.24,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.25,0.0,0.27,0.0,0.53,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.25,0.36,0.22,0.28,0.0,0.0,0.0,0.23,0.34,0.3,0.0,0.25,0.25,0.23,0.54,0.0,0.0,0.0,0.0,0.23,0.63,0.0,0.44,0.25,0.0,0.25,0.0,0.0,0.0,0.0,68.93
11/12/2021,0.0,0.58,0.7,0.45,0.72,0.3,0.77,0.64,0.0,0.57,0.66,0.53,0.0,0.6,0.5,0.42,0.42,0.56,0.26,0.5,0.44,0.6,0.46,0.45,0.0,0.32,0.47,0.52,0.46,0.41,0.35,0.55,0.39,0.42,0.45,0.51,0.4,0.48,0.46,0.54,0.42,0.41,0.37,0.41,0.38,0.34,0.35,0.41,0.29,0.37,0.42,0.39,0.44,0.34,0.37,0.44,0.4,0.45,0.41,0.24,0.27,0.4,0.37,0.33,0.27,0.55,0.0,0.4,0.37,0.38,0.31,0.32,0.34,0.35,0.38,0.35,0.3,0.34,0.35,0.3,0.34,0.25,0.27,0.3,0.36,0.27,0.31,0.31,0.4,0.3,0.44,0.26,0.33,0.37,0.27,0.28,0.43,0.34,0.44,0.43,0.33,0.29,0.3,0.29,0.0,0.27,0.29,0.29,0.23,0.31,0.3,0.28,0.36,0.31,0.25,0.23,0.3,0.33,0.31,0.36,0.28,0.29,0.32,0.32,0.31,0.33,0.31,0.38,0.27,0.27,0.32,0.0,0.22,0.22,0.35,0.25,0.24,0.28,0.0,0.3,0.33,0.28,0.33,0.0,0.0,0.23,0.0,0.34,0.35,0.32,0.26,0.23,0.29,0.3,0.0,0.28,0.28,0.34,0.0,0.0,0.27,0.26,0.0,0.23,0.28,0.31,0.31,0.26,0.3,0.23,0.24,0.22,0.23,0.24,0.24,0.0,0.25,0.25,0.28,0.27,0.39,0.35,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.26,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.25,0.35,0.22,0.28,0.0,0.22,0.0,0.23,0.33,0.3,0.0,0.25,0.25,0.23,0.46,0.0,0.0,0.0,0.0,0.23,0.62,0.0,0.44,0.25,0.0,0.26,0.0,0.0,0.0,0.0,68.98
11/15/2021,0.0,0.56,0.72,0.42,0.74,0.3,0.75,0.66,0.0,0.59,0.68,0.52,0.0,0.61,0.5,0.42,0.43,0.56,0.3,0.51,0.43,0.58,0.47,0.44,0.0,0.33,0.46,0.5,0.46,0.41,0.35,0.54,0.38,0.41,0.45,0.5,0.38,0.48,0.47,0.53,0.41,0.4,0.37,0.42,0.38,0.33,0.36,0.42,0.29,0.36,0.42,0.38,0.43,0.34,0.37,0.44,0.4,0.47,0.41,0.23,0.26,0.4,0.37,0.33,0.27,0.55,0.0,0.4,0.36,0.37,0.31,0.32,0.35,0.36,0.38,0.35,0.31,0.35,0.35,0.3,0.33,0.25,0.27,0.31,0.37,0.27,0.31,0.31,0.4,0.3,0.44,0.27,0.33,0.38,0.28,0.28,0.44,0.34,0.43,0.41,0.33,0.29,0.3,0.3,0.0,0.27,0.29,0.29,0.23,0.31,0.3,0.27,0.33,0.31,0.25,0.24,0.29,0.33,0.32,0.33,0.28,0.29,0.31,0.31,0.32,0.33,0.31,0.38,0.27,0.27,0.32,0.0,0.23,0.22,0.34,0.25,0.24,0.28,0.0,0.3,0.33,0.28,0.31,0.23,0.0,0.23,0.0,0.34,0.35,0.32,0.25,0.23,0.29,0.3,0.0,0.27,0.29,0.33,0.0,0.0,0.27,0.26,0.22,0.23,0.28,0.32,0.31,0.26,0.3,0.24,0.24,0.23,0.22,0.25,0.25,0.0,0.25,0.25,0.28,0.26,0.39,0.35,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.27,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.25,0.35,0.22,0.29,0.0,0.23,0.0,0.23,0.33,0.28,0.0,0.24,0.23,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.44,0.25,0.0,0.26,0.0,0.0,0.0,0.0,68.93
11/16/2021,0.0,0.56,0.72,0.42,0.74,0.3,0.75,0.66,0.0,0.59,0.68,0.52,0.0,0.61,0.5,0.42,0.43,0.56,0.3,0.51,0.43,0.58,0.47,0.44,0.0,0.33,0.46,0.5,0.46,0.41,0.35,0.54,0.38,0.41,0.45,0.5,0.38,0.48,0.47,0.53,0.41,0.4,0.37,0.42,0.38,0.33,0.36,0.42,0.29,0.36,0.42,0.38,0.43,0.34,0.37,0.44,0.4,0.47,0.41,0.23,0.26,0.4,0.37,0.33,0.27,0.55,0.0,0.4,0.36,0.37,0.31,0.32,0.35,0.36,0.38,0.35,0.31,0.35,0.35,0.3,0.33,0.25,0.27,0.31,0.37,0.27,0.31,0.31,0.4,0.3,0.44,0.27,0.33,0.38,0.28,0.28,0.44,0.34,0.43,0.41,0.33,0.29,0.3,0.3,0.0,0.27,0.29,0.29,0.23,0.31,0.3,0.27,0.33,0.31,0.25,0.24,0.29,0.33,0.32,0.33,0.28,0.29,0.31,0.31,0.32,0.33,0.31,0.38,0.27,0.27,0.32,0.0,0.23,0.22,0.34,0.25,0.24,0.28,0.0,0.3,0.33,0.28,0.31,0.23,0.0,0.23,0.0,0.34,0.35,0.32,0.25,0.23,0.29,0.3,0.0,0.27,0.29,0.33,0.0,0.0,0.27,0.26,0.22,0.23,0.28,0.32,0.31,0.26,0.3,0.24,0.24,0.23,0.22,0.25,0.25,0.0,0.25,0.25,0.28,0.26,0.39,0.35,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.27,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.25,0.35,0.22,0.29,0.0,0.23,0.0,0.23,0.33,0.28,0.0,0.24,0.23,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.44,0.25,0.0,0.26,0.0,0.0,0.0,0.0,68.93
11/17/2021,0.0,0.58,0.72,0.42,0.74,0.31,0.75,0.65,0.0,0.6,0.68,0.52,0.0,0.62,0.5,0.43,0.43,0.57,0.3,0.5,0.42,0.59,0.48,0.44,0.0,0.34,0.46,0.49,0.46,0.41,0.35,0.52,0.38,0.4,0.44,0.49,0.38,0.49,0.46,0.53,0.41,0.4,0.37,0.42,0.38,0.33,0.36,0.39,0.29,0.36,0.43,0.39,0.43,0.34,0.37,0.44,0.4,0.47,0.4,0.23,0.26,0.42,0.37,0.33,0.27,0.55,0.0,0.4,0.35,0.36,0.31,0.32,0.35,0.36,0.38,0.35,0.31,0.35,0.35,0.31,0.34,0.25,0.28,0.31,0.37,0.27,0.31,0.31,0.4,0.3,0.43,0.27,0.33,0.38,0.28,0.28,0.44,0.35,0.44,0.41,0.33,0.29,0.29,0.29,0.0,0.27,0.29,0.29,0.23,0.31,0.3,0.27,0.34,0.31,0.25,0.24,0.29,0.33,0.32,0.33,0.28,0.28,0.31,0.31,0.32,0.33,0.31,0.38,0.27,0.27,0.32,0.0,0.22,0.23,0.34,0.25,0.25,0.28,0.0,0.3,0.32,0.27,0.3,0.22,0.0,0.23,0.0,0.35,0.37,0.31,0.25,0.23,0.29,0.3,0.0,0.27,0.28,0.34,0.0,0.0,0.27,0.26,0.0,0.23,0.28,0.32,0.31,0.26,0.3,0.25,0.24,0.23,0.22,0.25,0.25,0.0,0.25,0.25,0.29,0.27,0.39,0.35,0.23,0.23,0.0,0.25,0.0,0.23,0.23,0.0,0.22,0.0,0.23,0.0,0.25,0.0,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.26,0.0,0.49,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.25,0.36,0.0,0.28,0.0,0.24,0.0,0.23,0.34,0.27,0.0,0.24,0.23,0.22,0.5,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.44,0.24,0.0,0.26,0.0,0.0,0.0,0.0,68.95
